"tweet_id"	"query"	"word"	"th"	"ni"	"gruppe"	"adj"	"opp"	0	1	"0'"	"1'"
"t736233852545466368"	"pattern3_entity_say_yes_to_x"	"Are you thick or what ? The debate was on last night , not tonight . Where have you been ? Yah big dummy ! @STRONGEROUTNOEU Say no to #Brexit"	"f"	"f"	"f"						
"t731095876219875328"	"pattern3_entity_say_yes_to_x"	"The In-Crowd say Yes to #Europe ! #VoteRemain #GreenerIN #StrongerIn #EUreferendum #EUref https://t.co/a6OafSn9cP"	"t"	"t"	"t"			"In-Crowd"	"#Europe"		
"t745705253748768769"	"pattern3_entity_say_yes_to_x"	"Major blow for #Strongerin . EU resumes membership talks with Turkey . Junker says no to reform . Germany say no tarrifs . #Brexit"	"t"	"t"	"t"			"Junker"	"reform"		
"t745319248218689536"	"pattern3_entity_say_yes_to_x"	"Hazel Grace says NO to Brexit ! As an immigrant cat , she needs her open borders for proper mousing #CatsAgainstBrexit https://t.co/FD5TbHXh78"	"t"	"t"	"t"			"Hazel Grace"	"Brexit"		
"t735841440174100481"	"pattern3_entity_say_yes_to_x"	"AM Briefing : Coast Guard intercepts migrants in Libya ; N . Ireland says no to #Brexit ; Italians sunbathe with cats : https://t.co/p5w4yl3u51"	"t"	"t"	"t"			"N . Ireland"	"#Brexit"		
"t732148676135550976"	"pattern3_entity_say_yes_to_x"	"These brave men said no to a United States of Europe ! So must we ! #Brexit is modern Battle of Britain #VoteLeave https://t.co/P7YycNr5DN"	"t"	"t"	"t"			"These brave men"	"United States of Europe"		
"t731099771209928704"	"pattern3_entity_say_yes_to_x"	"So if people say yes to Brexit , time after that will be the best one to buy real estate in London ? https://t.co/TUKS5KLSBe"	"t"	"t"	"t"			"people"	"Brexit"		
"t745656789555871745"	"pattern3_entity_say_yes_to_x"	"#Frexit supporters join #Brexit SAY NO to Europe"	"t"	"t"	"t"			"#Frexit supporters"	"Europe"		
"t739912615028240384"	"pattern3_entity_say_yes_to_x"	"@ToastersForever When you say no to the club there 's no return . And they are not ' Communist'. It 's a mix of systems ."	"t"	"t"	"t"			"you"	"the club"		
"t740298409475727360"	"pattern3_entity_say_yes_to_x"	"Ulster farmers say No to EU #Brexit https://t.co/37fPmp2af1"	"t"	"t"	"t"			"Ulster farmers"	"EU"		
"t745648721048776705"	"pattern3_entity_say_yes_to_x"	"Why the Science Community Says No to Brexit - interview with Paul Drayson , ex @uksciencechief : https://t.co/xvXYgVpnJy"	"t"	"t"	"t"			"Science Community"	"Brexit"		
"t743142373702631425"	"pattern3_entity_say_yes_to_x"	"Sweden ( if I'm not mistaken ) were asked TWICE to vote to B in or not in ; they said no to #EU #EUrabia membership both times @tagHashCreation"	"t"	"t"	"t"			"Sweden"	"#EU #Eurabia membership"		
"t731588561422573569"	"pattern3_entity_say_yes_to_x"	"UK will be alone if they say yes to #Brexit #Eurovision #GBR"	"t"	"t"	"t"			"UK"	"#Brexit"		
"t730678995025436672"	"pattern3_entity_say_yes_to_x"	"Economists say no to Brexit https://t.co/iqc9Yu7ljI #feedly"	"t"	"t"	"t"			"Economists"	"Brexit"		
"t733560312910086145"	"pattern3_entity_say_yes_to_x"	"Proud to be a signatory along with scores of North 's business leaders saying NO to #Brexit in @TheJournalNews https://t.co/pkiK7uoIjt"	"t"	"t"	"t"			"a signatory along with scores of North 's business leaders"	"#Brexit"		
"t743339379326754820"	"pattern3_entity_say_yes_to_x"	"Economists say no to Brexit #economics https://t.co/An7JvyP9D8"	"t"	"t"	"t"			"Economists"	"Brexit #economics"		
"t745276415713644545"	"pattern3_entity_support_policy"	"@GaspePOV @sunlorrie @ScottAdamsSays We have a similar problem over here in the UK . If you support #Brexit you are the anti-Christ , KKK etc ."	"t"	"t"	"t"			"you"	"#Brexit"		
"t742609933628256256"	"pattern3_entity_support_policy"	"Hmm well there 's a surprise ! Rupert Murdoch 's Sun is supporting #Brexit https://t.co/qlrDDtEV1N"	"t"	"t"	"t"			"Rupert Murdoch 's Sun"	"#Brexit"		
"t745255107751743489"	"pattern3_entity_support_policy"	"@2010LeeHurst @BarryUkip Yet if he supported Brexit you'd say he was the best footballer ever !"	"t"	"t"	"t"			"he"	"Brexit"		
"t742227226414944256"	"pattern3_entity_support_policy"	"@Jean_de_Valette . Surely the Gay communities across Europe realise that Islam does not condone their practices . LGBT should support BREXIT ."	"t"	"f"	"t"			"Islam"	"their practices"		
"t739053258816278528"	"pattern3_entity_support_policy"	"@jeremycorbyn has not publicly said anything about Europe for weeks . His party wants In and he wants #Brexit so is that the reason ? #opinion"	"t"	"t"	"t"			"he"	"#Brexit"	"@jeremycorbyn"	
"t739053258816278528"	"pattern3_entity_support_policy"	"@jeremycorbyn has not publicly said anything about Europe for weeks . His party wants In and he wants #Brexit so is that the reason ? #opinion"	"t"	"t"	"t"			"His party"	"In"		
"t739385689238732801"	"pattern3_entity_support_policy"	"@WillLunnwriter Name of anyone of note backing Brexit ?"	"t"	"f"	"t"			"anyone of note"	"Brexit"		
"t740966719716524033"	"pattern3_entity_support_policy"	"City lawyers don't support #Brexit ( apparently ) - it just keeps getting better and better for "" Leave "". https://t.co/0WcxoHc0jN"	"t"	"t"	"t"			"City lawyers"	"#Brexit"		
"t740247693902155776"	"pattern3_entity_support_policy"	"Burning anger in the land of Nye Bevan : why a Labour heartland is backing #Brexit https://t.co/AUEsxSxICy #VoteLeave #TakeControl"	"t"	"t"	"t"			"Labour heartland"	"#Brexit"		
"t744310939055456256"	"pattern3_entity_support_policy"	"Wow . Telegraph and Sun support #brexit https://t.co/f9V1oAPy45"	"t"	"t"	"t"			"Telegraph and Sun"	"#brexit"		
"t736917494607302656"	"pattern3_entity_support_policy"	"@ConservativesIN @vote_leave According 2 new poll 700 top economists back BREXIT as do 650 leading academics & 65 faith leaders ! BREXIT"	"t"	"t"	"t"			"700 top economists"	"BREXIT"	"650 leading academics & 65 faith leaders"	
"t738828341113937921"	"pattern3_entity_support_policy"	"I see @jdwtweet 's new magazine promoting #brexit is out . This is very good . Well done guys ."	"t"	"t"	"t"			"@jdwtweet 's new magazine"	"#brexit"		
"t745211637859246080"	"pattern3_entity_support_policy"	"Frankly , if you think immigration is force for good you shd support #Brexit . At the moment system is UNFAIR , restricts non-EU people like me"	"t"	"f"	"f"						
"t734703229074837504"	"pattern3_entity_support_policy"	"Tory wars latest : Sajid Javid denies he told IDS he backs Brexit . Source : "" This is simply not true . Sajid has said no such thing ."""	"t"	"t"	"t"			"he"	"Brexit"	"Sajid Javid"	
"t745532319675482112"	"pattern3_entity_support_policy"	"I sincerely hope #brexit is a firm move towards tolerance and continued stability in #europe #VoteRemain Remain IN https://t.co/jrqmzzm8AR"	"t"	"t"	"t"			"I"	"#brexit is a firm move towards tolerance and continued stability in #europe"		
"t737270397633220609"	"pattern3_entity_support_policy"	"Irishman living in Britain backs Brexit ' because immigrants are coming to London to take work ' https://t.co/qHDSXgR7DT via @Independent_ie"	"t"	"t"	"t"			"Irishman living in Britain"	"Brexit"		
"t745937072666587137"	"pattern3_entity_support_policy"	"@doctordns @mathof1 @iankatz1000 @MarkCarney Protectionism increases prices . Vast majority of farmers support Brexit"	"t"	"t"	"t"			"Vast majority of farmers"	"Brexit"		
"t742702733296304130"	"pattern3_entity_support_policy"	"Fawlty Towers star John Cleese backs Brexit - and suggested HANGING Jean-Claude Juncker - COMEDIAN John ... https://t.co/xSB6Owdj7P"	"t"	"t"	"t"			"John Cleese"	"Brexit"		
"t732261938307072001"	"pattern3_entity_support_policy"	"@Vote_LeaveMedia @vote_leave you mean these entrepreneurs : Revealed : none of Britain 's $1bn tech firms support Brexit https://t.co/OGZgspgTcK"	"t"	"t"	"t"			"none of Britain 's §1bn tech firms"	"Brexit"		
"t745994457422635008"	"pattern3_entity_support_policy"	"I want #brexit for a freer Britian , but my prediction is that they will #bremain at the heart of the Zeitgeist . https://t.co/eBSI1GSnpI"	"t"	"t"	"t"			"I"	"#brexit"		
"t739051329440632832"	"pattern3_entity_support_policy"	"And no doubt he backed #remain !! #Brexit https://t.co/jBQtK7Y1u4"	"t"	"t"	"t"			"he"	"#remain"		
"t730045997729107968"	"pattern3_entity_support_policy"	"Part of me wants Brexit just so we can get rid of David Cameron #FantasticallyCorrupt"	"t"	"t"	"t"			"Part of me"	"Brexit"		
"t742778029026516992"	"pattern3_entity_support_policy"	"@CoffeeandCave Are you sure you meant if I want Brexit ?"	"t"	"t"	"t"			"I"	"Brexit"		
"t729799591437144064"	"pattern3_entity_support_policy"	"Won’t get fooled again : The Who Roger Daltrey backs Brexit and calls EU leaders ‘ bunch of f***ing useless w***ers ’ https://t.co/eylipEF6q1"	"t"	"t"	"t"			"Roger Daltrey"	"Brexit"		
"t745634055933169666"	"pattern3_entity_support_policy"	"Britain 's biggest selling newspapers back Brexit : Britain 's most popular newspapers -- The Sun and The Daily Mail -- are backing Brex ..."	"t"	"t"	"t"			"Britain's biggest selling newspapers"	"Brexit"		
"t745634055933169666"	"pattern3_entity_support_policy"	"Britain 's biggest selling newspapers back Brexit : Britain 's most popular newspapers -- The Sun and The Daily Mail -- are backing Brex ..."	"t"	"t"	"t"			"Britain's most popular newspapers"	"Brexit"	"The Sun and The Daily Mail"	
"t742050655867666433"	"pattern3_entity_support_policy"	"@frances_email I really hope so #BREXIT Older people remember when Britain WAS Great ! It could be again ..."	"t"	"f"	"t"			"I"	"so"		"#BREXIT"
"t735828140270989312"	"pattern3_entity_supporter_of_concept"	"I am a huge fan of @BorisJohnson . He wrote a wonderful book about #Churchill . Unfortunately he is very wrong about #Brexit . #UKinEU"	"f"	"f"	"f"						
"t739018377352630272"	"pattern3_entity_supporter_of_concept"	"@AlexCartwrightO @Sozzinski @labourpress same mindset , Miliband was a big fan of Hollande 's policies initially & liked mansion tax :-)"	"t"	"t"	"t"			"Miliband"	"Hollande 's policies"		
"t735046094476955648"	"pattern3_entity_supporter_of_concept"	"Gladiators star and Olympic gold medal winning high jumper , @krissakabusi is a HUGE fan of #brexit - well done Chris https://t.co/41ERnfahUn"	"t"	"t"	"t"			"@krissakabusi"	"#brexit"		
"t745729545710505984"	"pattern3_entity_supporter_of_concept"	"@BethMiller91 it was not the leave camp that sent it over . It was an independent supporter of brexit . Get the facts right first ."	"t"	"f"	"t"			"It"	"brexit"		
"t735069612992237568"	"pattern3_entity_supporter_of_concept"	"I am not a fan of EU just find Brexit scary ; I'm a reluctant in . I want to see a Europe wide movement against TTIP . https://t.co/8vzHGL7TxU"	"t"	"t"	"t"			"I"	"EU"		
"t733734341981941760"	"pattern3_entity_supporter_of_concept"	"@BunchDevJay no , our government is the biggest supporter of TTIP . Huge movement across EU to stop it"	"t"	"t"	"t"			"our government"	"TTIP"		
"t745502258310242305"	"pattern3_entity_supporter_of_concept"	"I am a fan of democracy , but informed democracy . This is insanity . #Brexit"	"t"	"t"	"t"			"I"	"democracy"		"informed democracy"
"t744634644704858113"	"pattern3_entity_supporter_of_concept"	"Seems that Gordon Campbell is not a fan of Brexit ... https://t.co/EKX2d2oi4v"	"t"	"t"	"t"			"Gordon Campbell"	"Brexit"		
"t743168193309573120"	"pattern3_entity_supporter_of_concept"	"Am I right that Soviet #Russia was great supporter of #Brexit back in 1975 #UKreferendum ?"	"t"	"t"	"t"			"Soviet #Russia"	"#Brexit"		
"t746051918280134656"	"pattern3_entity_supporter_of_concept"	"@Scotsfox Your 100% UK elected representatives can overrule the Lords ( not that I am a fan of it ) unlike the EU and its ECJ backed laws ."	"t"	"t"	"t"			"I"	"it"		
"t746051918280134656"	"pattern3_entity_supporter_of_concept"	"@Scotsfox Your 100% UK elected representatives can overrule the Lords ( not that I am a fan of it ) unlike the EU and its ECJ backed laws ."	"t"	"t"	"t"			"ECJ"	"laws"		
"t729010741790003200"	"pattern3_entity_supporter_of_concept"	"The vast majority of the Brexit camp are also firm supporters of the monarchy & fail to see any irony whatsoever in that"	"t"	"t"	"t"			"The vast majority of the Brexit camp"	"the monarchy"		
"t735689969180643329"	"pattern3_entity_supporter_of_concept"	""" Cameron is really a fan of Brexit "" says advisor and so is Corbyn , so why do we have 2 ' leaders ' with no bottle ? https://t.co/G9JMPmE1i1"	"t"	"t"	"t"			"Cameron"	"Brexit"		
"t741012762281795584"	"pattern3_entity_supporter_of_concept"	"If you are a fan of critical thinking and logical fallacies the #brexit #remain debate has had some corkers https://t.co/66LmVcuyCe"	"t"	"t"	"t"			"you"	"critical thinking and logical fallacies"		
"t736274675328749569"	"pattern3_entity_supporter_of_concept"	"@ConversationUK what next William of Normandy was a big fan of a unified Europe ? The 100 Year war was about Nationalism vs Socialism ? #Brexit"	"t"	"t"	"t"			"William of Normandy"	"a unified Europe"		
"t745408953895444480"	"pattern3_entity_supporter_of_concept"	"John Barnes very eloquently explains why he is NOT a supporter of Brexit https://t.co/TTjeGQTcGP"	"t"	"t"	"t"			"John Barnes"	"Brexit"		
"t745592222570020864"	"pattern3_entity_supporter_of_concept"	"@NetworksManager @col_nj I am no fan of Clinton , but she 's describing the concept of the multiplier effect . It is a real economic concept ."	"t"	"t"	"t"			"I"	"Clinton"		
"t739775505088516096"	"pattern3_entity_supporter_of_concept"	"@MartinCollinson @RachieJ40 Why else would le Pen , Wilders and your own far right groups be such staunch supporters of Leave ?"	"t"	"t"	"t"			"le Pen , Wilders and your own far right groups"	"Leave"		
"t743578273720995840"	"pattern3_entity_supporter_of_concept"	"@whentaniatalks Isn't being Brexit inadvertently being a supporter of Trump ? ;) x"	"t"	"f"	"f"						
"t744780599911604225"	"pattern3_entity_supporter_of_concept"	"Laughable Baroness Warsi says she 's changed her mind , what mind , never ever has she been supporter of BREXIT , just seeking limelight . BREXIT"	"t"	"t"	"t"			"Laughable Baroness Warsi"	"BREXIT"		
"t732223987594473472"	"pattern3_entity_supporter_of_concept"	"If Ryanair are such big fan of the EU why do they only buy aircraft from the USA ? https://t.co/Q5Ef7X3C1q"	"t"	"t"	"t"			"Ryanair"	"the EU"		
"t743443938090987520"	"pattern3_entity_supporter_of_concept"	"Seeing England 's performance , I can say for sure that Roy Hodgson is a BIG fan of #Brexit #engwal #eng"	"t"	"t"	"t"			"Roy Hodgson"	"#Brexit #engwal #eng"		
"t731110695153061888"	"pattern3_entity_supporter_of_concept"	"From the great Kasparov , a staunch supporter of democracy https://t.co/yg1WTjwhpV #Brexit"	"t"	"t"	"t"			"Kasparov"	"democracy"		
"t738494853441572864"	"pattern3_entity_supporter_of_concept"	"I am a ginormous fan of jurding ( joining words ) , but I feel physically ill when someone says ' Brexit '"	"t"	"t"	"t"			"I"	"jurding ( joining wors )"		
"t742797740640325633"	"pattern3_entity_supporter_of_concept"	"@TraderJoeBlow Yes . And the Remain guy was a supporter of that ."	"t"	"t"	"t"			"Remain guy"	"that"		
"t730491416447590400"	"pattern3_entity_supporter_of_concept"	"@IsabelOakeshott So Isabel are you pro BREXIT or anti ? Personally I am a big fan of Nigel Farage & reminds me of common sense U . S . Tea Party ."	"t"	"t"	"t"			"Isabel"	"BREXIT"		
"t744596098329776128"	"pattern3_entity_waiting_to_formula"	"@DailyMailUK I bet the Brexit would tell him the world is waiting to do business with us ... us alone ..... most of the world hates us !"	"t"	"t"	"t"			"the world"	"do business with us"		
"t734300336257703936"	"pattern3_entity_waiting_to_formula"	"@Alfie_Pacino #FYI I can't wait to have #brexit"	"t"	"t"	"t"			"I"	"have #brexit"		
"t746025885652877313"	"pattern3_entity_waiting_to_formula"	"#BREXIT #EUREF According to Barclays , about $140 billion in cash is waiting to be invested"	"f"	"f"	"f"						
"t741865581394202624"	"pattern3_entity_waiting_to_formula"	"I can't wait to hear what twaddle they come out with https://t.co/P7CTgt5Wb6"	"t"	"t"	"t"			"I"	"hear what twaddle they come out with"		
"t744642868313206785"	"pattern3_entity_waiting_to_formula"	"Well done @Myattmode @David_Cameron can't wait to #leaveeu #Brexit"	"t"	"t"	"t"			"_"	"#leaveeu #Brexit"		
"t739764694681038848"	"pattern3_entity_waiting_to_formula"	"@Mines_a_pint @SuperbikeAl I can't wait to get out of the EU . I remember when we quit the #ERM the economy soared . #Brexit"	"t"	"t"	"t"			"I"	"get out of the EU"		
"t741012140136501248"	"pattern3_entity_waiting_to_formula"	"@PaulHurved @PolhomeEditor @rosaltmann Sturgeon is just waiting to strike . If we Brexit , Scotland will have another referendum ."	"t"	"f"	"t"			"Sturgeon"	"strike"		
"t745190377209094144"	"pattern3_entity_waiting_to_formula"	"EU referendum : Soros warns of Brexit threat to pound and jobs - BBC News . The sharks are waiting to feast on fools https://t.co/dU1gs6Ks3Z"	"t"	"f"	"t"			"sharks"	"feast on fools"		
"t742735210786263041"	"pattern3_entity_waiting_to_formula"	"Is it Sweden next , or Holland I suppose it’s really hard to know Nations are lining up to @vote_leave We’ll be the first to go #soon #brexit"	"t"	"f"	"t"			"Nations"	"@vote_leave"		
"t744630337108606977"	"pattern3_entity_waiting_to_formula"	"@ChrisMegerian Brexit vote on Thursday . Tricky . I can't wait to see quotes about that ."	"t"	"t"	"t"			"I"	"see quotes about that"		
"t742610105930244096"	"pattern3_entity_waiting_to_formula"	"Is it Sweden next , or Holland I suppose it’s really hard to know Nations are lining up to @vote_leave We’ll be the first to go #brexit #soon"	"t"	"f"	"t"			"Nations"	"@vote_leave"		
"t734904060516675585"	"pattern3_entity_waiting_to_formula"	"I can't wait to stop hearing the word ' Brexit ' omg ."	"t"	"t"	"t"			"I"	"stop hearing the word ' Brexit '"		
"t730105230461947905"	"pattern3_entity_waiting_to_formula"	"Hey you Stronger in mob Your mates are dying to meet you Multiculturalism & diversity you can keep it #Brexit https://t.co/ZjL7qrdxOD"	"t"	"t"	"t"			"Your mates"	"meet you"		
"t740298940151521282"	"pattern3_entity_waiting_to_formula"	"I can tell you that countries all over the EU are waiting to take a lead from the uk . Brexit will end this whole sorry mess"	"t"	"f"	"t"			"countries all over the EU"	"take a lead from the uk"		
"t744620057456680961"	"pattern3_entity_waiting_to_formula"	"@bbcquestiontime funny as all the farms where I live have vote leave hoardings in their fields , the fisheries also can't wait to #brexit"	"t"	"t"	"t"			"the fisheries"	"#brexit"		
"t743024022586281985"	"pattern3_entity_waiting_to_formula"	"This is what you're getting if you #VoteRemain the #EU can't wait to become a dictatorship #VoteLeave #Brexit https://t.co/uI9oozvlwI"	"t"	"t"	"t"			"the #EU"	"become a dictatorship"		
"t734854702970642432"	"pattern3_entity_waiting_to_formula"	"Still waiting to hear when Boris Johnson will be visiting Liverpool in his blunderbus , the locals are just dying to see him . No to #Brexit"	"t"	"t"	"t"			"the locals"	"see him"		
"t743551851610648580"	"pattern3_entity_waiting_to_formula"	"I can't wait to see Brexit which will be one nail in the coffin for your shit organisation and the end of your Euro troughing @Avramopoulos"	"t"	"t"	"t"			"I"	"see Brexit"		
"t739377594706055168"	"pattern3_entity_waiting_to_formula"	"Good article but if they exit a lot more in Europe are waiting to leave . There may not be an EU to stay with #Brexit https://t.co/q988B27MkN"	"t"	"f"	"t"			"a lot more in Europe"	"leave"		
"t746103705049640960"	"pattern3_entity_waiting_to_formula"	"FreddieMac : RT KathyOrtonWP : Even mortgage rates are waiting to see what happens with Brexit #housing https://t.co/4BxUKP0wVN …"	"f"	"f"	"f"						
"t730848813355671552"	"pattern3_entity_waiting_to_formula"	"Scientists are speaking up in debates over Brexit . So why is big business silent ?: Academics are queuing up to make … https://t.co/jfauHm30uu"	"t"	"f"	"t"			"Academics"	"make"		
"t740920843816054784"	"pattern3_entity_waiting_to_formula"	"@JoeMurphyLondon @OpiniumResearch I can't wait to see what comes up next on the random #Brexit scenario generator"	"t"	"t"	"t"			"I"	"see what comes up next on the random #Brexit scenario generator"		
"t735165483020746752"	"pattern3_entity_waiting_to_formula"	"Yay my polling card came - I can't wait to vote for #Brexit ."	"t"	"t"	"t"			"I"	"vote for #Brexit"		
"t734712419491123200"	"pattern3_entity_waiting_to_formula"	"@BBCBreaking Oh look the BBC can't wait to post another bullshit remain reason from Cameron . Let 's have some BREXIT stories ... TWATS !!"	"t"	"t"	"t"			"the BBC"	"post another bullshit remain reason from Cameron"		
"t741549585466822656"	"pattern3_entity_waiting_to_formula"	"@StephenCarter2 I can't wait to get my passport changed ! #brexit"	"t"	"t"	"t"			"I"	"get my passport changed"		
"t732963902703734784"	"pattern3_entity_wants_more_concept"	"Isn't the British curry industry struggling because of a lack of chefs ? Does #Brexit want more immigrants now ? https://t.co/PfvJ4IdGcd"	"t"	"t"	"t"			"#Brexit"	"more immigrants"		
"t744866915168960512"	"pattern3_entity_wants_more_concept"	"Part 2 --- The people wanting Brexit want more Austerity less worker rights and a privatised NHS . So why do people want it"	"t"	"t"	"t"			"The people"	"Brexit"		
"t744866915168960512"	"pattern3_entity_wants_more_concept"	"Part 2 --- The people wanting Brexit want more Austerity less worker rights and a privatised NHS . So why do people want it"	"t"	"t"	"t"			"The people"	"more Austerity less worker rights and a privatised NHS"		
"t744866915168960512"	"pattern3_entity_wants_more_concept"	"Part 2 --- The people wanting Brexit want more Austerity less worker rights and a privatised NHS . So why do people want it"	"t"	"t"	"t"			"people"	"it"		
"t745709066912161792"	"pattern3_entity_wants_more_concept"	"#Brexit Anjem Choudary backs Remain campaign as EU protects against deportations Eurocracy wants more islam https://t.co/Uq8C8EvwYj"	"t"	"t"	"t"			"Anjem Choudary"	"Remain campaign"		
"t745709066912161792"	"pattern3_entity_wants_more_concept"	"#Brexit Anjem Choudary backs Remain campaign as EU protects against deportations Eurocracy wants more islam https://t.co/Uq8C8EvwYj"	"t"	"t"	"t"			"Eurocracy"	"islam"		
"t745953113408999425"	"pattern3_entity_wants_more_concept"	"So much for #Brexit supporters wanting more democracy for UK citizens ... #StrongerIn #VoteRemain https://t.co/MVgtyA4mGh"	"t"	"t"	"t"			"#Brexit supporters"	"more democracy for UK citizens"		
"t731099336847855616"	"pattern3_entity_wants_more_concept"	"#Brexit debate in media is childish . UK wants less interference/costs but entrepreneurs know Brexit will hurt UK economy horribly #ambiguity"	"t"	"t"	"t"			"UK"	"less interference/costs"		
"t740284929334992896"	"pattern3_entity_wants_more_concept"	"Cameron wants more power held in the UK . He 's finally seen the light . #ITVEURef #brexit #VoteLeave"	"t"	"t"	"t"			"Cameron"	"more power held in the UK"		
"t741601137044955136"	"pattern3_entity_wants_more_concept"	"@thebigragoo666 if people have just voted 4 Brexit because of immigration , will they support more Indian immigration @EdConwaySky @jdportes"	"t"	"t"	"t"			"they"	"more Indian immigration"	"people"	
"t733991049400594433"	"pattern3_entity_wants_more_concept"	". @MarkEng30768932 @iVoteLeave wanting more money for research to help more children survive cancer is just a mission of personal greed ...?"	"t"	"t"	"t"			"_"	"more money for research"		
"t744241025657376768"	"pattern3_entity_wants_more_concept"	"@BrianSpanner1 That 's what the EU ref is . Out and out nationalism and xenophobia . SNP want more immigrants & to stop UK gov deportations ."	"t"	"t"	"t"			"SNP"	"more immigrants & to stop UK gov deportations"		
"t737255252060164096"	"pattern3_entity_wants_more_concept"	"@itvnews What do Cameron & Khan have to say about Brits being in a minority in London ? Both Remainers wanting more mass immigration #Brexit"	"t"	"t"	"t"			"Both Remainers"	"more mass immigration"	"Cameron & Khan"	
"t731958440076136450"	"pattern3_entity_wants_more_concept"	"I’d respect #Brexit groups if they said ‘ we want more sovereignty regardless of the potential cost and obvious risk ' - at least thats honest"	"t"	"t"	"t"			"we"	"more sovereignty"	"#Brexit groups"	
"t743678573622394880"	"pattern3_entity_wants_more_concept"	"#remainforjo Project Sympathy ! She wanted more Refugees from ILLEGAL Wars ! #Birstall will #Brexit #VoteLeave @StopHS2_LDN #Trident"	"t"	"t"	"t"			"She"	"more Refugees from ILLEGAL Wars"		
"t741383889978019840"	"pattern3_entity_wants_more_concept"	"Brexit is like telling your parents you want more independence and then moving into the garage - Johnny Vegas"	"t"	"t"	"t"			"you"	"more independence"		
"t734687322491523072"	"pattern3_entity_wants_more_concept"	"2/2 #Brexit would cause uncertainty , but UK could maintain Env standards needed to trade . Tho do we want less influence on policymaking ?"	"t"	"t"	"t"			"we"	"less influence on policymaking"		
"t745485101857812480"	"pattern3_entity_wants_more_concept"	"People of #UK do you want more Islam en to be controlled by a bunch of idiots in #Brussel ? Then vote remain . Be wise , vote leave #Brexit"	"t"	"t"	"t"			"People of #UK"	"more Islam"		
"t742423383657336833"	"pattern3_entity_wants_more_concept"	"@StrongerIn using Gordan Brown as their spokesman . Do they want more people to #VoteLeave or ? #Brexit"	"t"	"t"	"t"			"they"	"more people #VoteLeave or ? #Brexit"		
"t739916037542584320"	"pattern3_entity_wants_more_concept"	"@jaaydad @FraserWhyte81 No , I want more immigration to change our demographics . We have too high a proportion of elderly people ."	"t"	"t"	"t"			"I"	"more immigration"		
"t746041169465970688"	"pattern3_entity_wants_more_concept"	"@NewellFisher The liberals/Democrats want more gun control and even bans . It 's a power thing for them and they use mass shootings 4 politics"	"t"	"t"	"t"			"The liberals/Democrats"	"more gun control and even bans"		
"t742944215781548032"	"pattern3_entity_wants_more_concept"	"@FedericaMog public opinion wants more action on Syria , Yemen , Turkey , Orlando-like , less generic words . and pls , pls leave Brexit to Brits"	"t"	"t"	"t"			"public opinion"	"more action on Syria , Yemen , Turkey , Orlando-like , less generic words"		
"t740898532274634752"	"pattern3_entity_wants_more_concept"	"#brexit certainly don't want to repatriate anyone we want more doctors from Asia and fewer unskilled workers from EU https://t.co/WJzNpIRtv1"	"t"	"t"	"t"			"we"	"more doctors from Asia and fewer unskilled workers from EU"		
"t730762471330463744"	"pattern3_entity_wants_more_concept"	"So the Tories want more control of the BBC . I trust their "" respected "" journalists will throw everything at Cameron now . No ? Thought not ."	"t"	"t"	"t"			"Tories"	"more control of the BBC"		
"t742773926758125568"	"pattern3_entity_wants_more_concept"	"There is a reason He is backing Brexit . He wants more power and control in the UK . Unreal that people fall for it . https://t.co/sCUkiLXWyH"	"t"	"t"	"t"			"He"	"Brexit"		
"t742773926758125568"	"pattern3_entity_wants_more_concept"	"There is a reason He is backing Brexit . He wants more power and control in the UK . Unreal that people fall for it . https://t.co/sCUkiLXWyH"	"t"	"t"	"t"			"He"	"more power and control in the UK"		
"t745065438564999168"	"pattern3_entity_wants_more_concept"	"@murielwickenden @CityforEu @ConversationUK Outers want less law so no protection 4 workers & consumers . UK could be ungovernable #chaos"	"t"	"t"	"t"			"Outers"	"less law"		
"t742966213450555392"	"pattern3_entity_wants_more_concept"	"@taswoldCookie @peterdominiczak they amend , reject & pass legislation . If anything States want more control & don't allow MEPs to have more"	"t"	"t"	"t"			"States"	"more control"		
"t735963212227678208"	"pattern3_entity_wants_more_concept"	"Boris wants more control over UK . I've spent my adult life trying to prevent people like Johnson controlling our lives . Brexit 's a disaster ."	"t"	"t"	"t"			"Boris"	"more control over UK"		
"t745293190547279872"	"pattern3_entity_wants_name_to_action"	"George Soros would want UK to remain in #EuropeanUnion - The man is a #newworldorder conspirator . Ignore his scaremongering #Brexit"	"t"	"t"	"t"			"George Soros"	"UK to remain in #EuropeanUnion"		
"t746114936854609924"	"pattern3_entity_wants_name_to_action"	"@TheWorldPost Do you support UK leaving the EU ? If not , why are you talking about a "" Brexit ""?"	"t"	"t"	"t"			"you"	"UK leaving the EU"		
"t745998528116297728"	"pattern3_entity_wants_name_to_action"	"Could the solution to our ' deficit ' is for everyone who backs Brexit to pay more for European goods and services ? They seem to want that ."	"t"	"t"	"t"			"everyone"	"Brexit"		
"t745432033359339520"	"pattern3_entity_wants_name_to_action"	"Of course he fucking does . | Trump camp supports Britain leaving EU , citing USA 's ‘ own little Brexit ’ https://t.co/Lt7gccvKbR"	"t"	"t"	"t"			"Trump camp"	"Britain leaving EU"		
"t741524232849481728"	"pattern3_entity_wants_name_to_action"	"The main reason countries don't want UK to leave #EU , is because UK were one of most successful world countries & can be again . #brexit"	"t"	"t"	"t"			"countries"	"UK to leave #EU"		
